league_id,platform,league,fractional_points,passing_touchdown,passing_interception,passing_attempts,passing_completion,passing_incomplete,passing_sack,passing_yards_pp,passing_pick_six,passing_40_yd_plus_completion,passing_40_yd_plus_touchdown,passing_first_down,rushing_touchdown,rushing_attempt,rushing_yards_pp,rushing_40_yd_plus_rush,rushing_40_yd_plus_touchdown,rushing_first_down,receiving_touchdown,receiving_reception,receiving_yards_pp,receiving_40_yd_plus_reception,receiving_40_yd_plus_touchdown,receiving_first_down,kick_punt_return_touchdown,kick_punt_return_yards_pp,two_point_conversion,fumble,fumble_lost,offensive_fumble_return_td,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_plus,fg_miss_0_19,fg_miss_20_29,fg_miss_30_39,fg_miss_40_49,fg_miss_50_plus,fg_yards_pp,pat_made,pat_miss,def_points_allowed_0,def_points_allowed_1_6,def_points_allowed_7_13,def_points_allowed_14_20,def_points_allowed_21_27,def_points_allowed_28_34,def_points_allowed_35_plus,def_sack,def_interception,def_fumble_recovery,def_touchdown,def_safety,def_block_kick,def_return_yards_pp,def_kickoff_punt_return_touchdown,def_fourth_down_stop,def_tackle_for_loss,def_yards_allowed_negative,def_yards_allowed_0_99,def_yards_allowed_100_199,def_yards_allowed_200_299,def_yards_allowed_300_399,def_yards_allowed_400_499,def_yards_allowed_500_plus,def_three_and_out_forced,def_extra_point_returned
ac71f9b693c5c49d90df7361cadf37b0,Yahoo,Cliquesters Fantasy Football,TRUE,4,-2,0,0,0,0,25,0,0,0,0,6,0,10,0,0,0,6,0.5,10,0,0,0,6,,2,0,-2,6,3,3,3,4,5,-1,-1,-1,-1,-1,,1,-1,5,4,3,1,0,-1,-3,1,2,2,6,2,2,,6,0,0,10,5,3,1,0,-4,-6,0,2
